timestamp,machine_id,voltage_v,current_a,power_kw,temperature_c,vibration_mm_s,power_factor,status
2025-04-17 11:00:00,MOTOR_02,377.01,17.28,9.57,58.43,2.6,0.848,NORMAL
2025-04-17 12:00:00,MOTOR_02,379.76,16.81,9.56,60.49,2.65,0.865,NORMAL
2025-04-17 13:00:00,MOTOR_02,379.93,14.15,7.69,55.98,2.47,0.825,NORMAL
2025-04-17 14:00:00,MOTOR_02,381.42,15.08,9.07,55.83,2.63,0.91,NORMAL
2025-04-17 15:00:00,MOTOR_02,382.95,13.28,7.84,53.61,2.4,0.89,NORMAL
2025-04-17 16:00:00,MOTOR_02,381.56,10.41,6.41,53.6,2.5,0.932,NORMAL
2025-04-17 17:00:00,MOTOR_02,377.22,11.35,6.38,53.26,2.25,0.861,NORMAL
2025-04-17 18:00:00,MOTOR_02,377.86,11.39,6.38,55.94,2.39,0.856,NORMAL
2025-04-17 19:00:00,MOTOR_02,378.4,11.67,6.46,55.28,2.25,0.845,NORMAL
2025-04-17 20:00:00,MOTOR_02,381.56,11.28,6.66,53.87,2.45,0.894,NORMAL
2025-04-17 21:00:00,MOTOR_02,381.21,11.72,6.73,55.32,2.39,0.869,NORMAL
2025-04-17 22:00:00,MOTOR_02,382.52,15.12,8.9,59.71,2.57,0.889,NORMAL
2025-04-17 23:00:00,MOTOR_02,381.12,12.14,6.95,52.97,2.34,0.867,NORMAL
2025-04-18 00:00:00,MOTOR_02,378.75,14.13,8.56,55.35,2.59,0.923,NORMAL
2025-04-18 01:00:00,MOTOR_02,379.61,16.52,9.97,61.13,2.68,0.918,NORMAL
2025-04-18 02:00:00,MOTOR_02,377.08,15.83,9.13,56.53,2.55,0.883,NORMAL
2025-04-18 03:00:00,MOTOR_02,381.26,17.6,10.6,60.07,2.68,0.912,NORMAL
2025-04-18 04:00:00,MOTOR_02,378.75,17.12,9.84,60.47,2.58,0.876,NORMAL
2025-04-18 05:00:00,MOTOR_02,382.45,18.42,10.72,59.71,2.64,0.879,NORMAL
2025-04-18 06:00:00,MOTOR_02,381.2,16.75,9.02,59.44,2.59,0.815,NORMAL
2025-04-18 07:00:00,MOTOR_02,383.88,15.67,9.33,57.09,2.56,0.895,NORMAL
2025-04-18 08:00:00,MOTOR_02,380.84,17.12,9.94,61.42,2.66,0.881,NORMAL
2025-04-18 09:00:00,MOTOR_02,380.8,14.98,8.95,56.32,2.55,0.906,NORMAL
2025-04-18 10:00:00,MOTOR_02,379.63,16.42,9.73,56.7,2.55,0.901,NORMAL
2025-04-18 11:00:00,MOTOR_02,379.23,14.41,8.12,57.86,2.58,0.858,NORMAL
2025-04-18 12:00:00,MOTOR_02,379.48,13.65,7.84,56.99,2.57,0.874,NORMAL
2025-04-18 13:00:00,MOTOR_02,382.0,15.99,9.16,58.02,2.67,0.866,NORMAL
2025-04-18 14:00:00,MOTOR_02,377.3,13.83,8.24,56.11,2.55,0.911,NORMAL
2025-04-18 15:00:00,MOTOR_02,380.13,11.04,6.74,53.08,2.15,0.927,NORMAL
2025-04-18 16:00:00,MOTOR_02,376.67,12.34,7.28,53.77,2.34,0.904,NORMAL
2025-04-18 17:00:00,MOTOR_02,380.75,11.93,7.39,53.64,2.28,0.94,NORMAL
2025-04-18 18:00:00,MOTOR_02,379.08,9.52,5.6,53.08,2.13,0.896,NORMAL
2025-04-18 19:00:00,MOTOR_02,381.01,12.52,7.03,54.71,2.52,0.851,NORMAL
2025-04-18 20:00:00,MOTOR_02,378.52,13.55,7.45,53.6,2.61,0.838,NORMAL
2025-04-18 21:00:00,MOTOR_02,379.49,12.37,6.93,54.27,2.42,0.852,NORMAL
2025-04-18 22:00:00,MOTOR_02,381.26,13.15,7.52,55.2,2.5,0.866,NORMAL
2025-04-18 23:00:00,MOTOR_02,380.25,13.55,7.67,56.61,2.45,0.86,NORMAL
2025-04-19 00:00:00,MOTOR_02,383.09,15.46,9.05,57.81,2.67,0.882,NORMAL
2025-04-19 01:00:00,MOTOR_02,379.04,15.48,8.89,60.01,2.6,0.875,NORMAL
2025-04-19 02:00:00,MOTOR_02,378.86,16.25,9.41,56.53,2.57,0.882,NORMAL
2025-04-19 03:00:00,MOTOR_02,382.47,16.15,10.2,58.75,2.65,0.953,NORMAL
2025-04-19 04:00:00,MOTOR_02,379.27,20.05,11.94,61.99,2.79,0.906,NORMAL
2025-04-19 05:00:00,MOTOR_02,379.17,17.59,10.26,59.49,2.69,0.888,NORMAL
2025-04-19 06:00:00,MOTOR_02,380.77,18.84,11.33,59.63,2.8,0.912,NORMAL
2025-04-19 07:00:00,MOTOR_02,379.67,18.22,10.25,58.55,3.01,0.856,NORMAL
2025-04-19 08:00:00,MOTOR_02,379.38,14.53,8.16,56.56,2.67,0.855,NORMAL
2025-04-19 09:00:00,MOTOR_02,378.61,16.68,9.92,55.66,2.65,0.907,NORMAL
2025-04-19 10:00:00,MOTOR_02,382.72,15.12,8.82,55.71,2.48,0.88,NORMAL
2025-04-19 11:00:00,MOTOR_02,379.7,16.95,9.85,57.1,2.47,0.884,NORMAL
2025-04-19 12:00:00,MOTOR_02,378.88,13.48,7.48,56.54,2.58,0.846,NORMAL
2025-04-19 13:00:00,MOTOR_02,379.41,14.82,8.43,57.79,2.63,0.866,NORMAL
2025-04-19 14:00:00,MOTOR_02,380.71,14.7,8.41,55.15,2.48,0.868,NORMAL
2025-04-19 15:00:00,MOTOR_02,382.92,13.22,7.59,53.61,2.45,0.866,NORMAL
2025-04-19 16:00:00,MOTOR_02,379.66,12.41,7.7,52.73,2.44,0.944,NORMAL
2025-04-19 17:00:00,MOTOR_02,378.27,11.63,7.19,55.77,2.43,0.944,NORMAL
2025-04-19 18:00:00,MOTOR_02,383.84,11.85,7.2,55.85,2.52,0.914,NORMAL
2025-04-19 19:00:00,MOTOR_02,380.27,10.49,6.1,54.37,2.22,0.883,NORMAL
2025-04-19 20:00:00,MOTOR_02,379.79,12.62,7.16,57.35,2.48,0.862,NORMAL
2025-04-19 21:00:00,MOTOR_02,380.14,14.14,7.9,58.98,2.52,0.849,NORMAL
2025-04-19 22:00:00,MOTOR_02,377.51,12.45,7.25,53.47,2.38,0.89,NORMAL
2025-04-19 23:00:00,MOTOR_02,379.91,14.25,8.61,55.8,2.58,0.918,NORMAL
2025-04-20 00:00:00,MOTOR_02,381.52,14.88,8.88,58.07,2.53,0.903,NORMAL
2025-04-20 01:00:00,MOTOR_02,382.44,16.15,9.45,53.78,2.6,0.883,NORMAL
2025-04-20 02:00:00,MOTOR_02,379.28,15.86,9.38,57.31,2.62,0.9,NORMAL
2025-04-20 03:00:00,MOTOR_02,380.38,15.31,8.87,58.69,2.53,0.879,NORMAL
2025-04-20 04:00:00,MOTOR_02,382.48,16.25,9.39,57.48,2.67,0.872,NORMAL
2025-04-20 05:00:00,MOTOR_02,380.08,15.12,8.45,58.19,2.52,0.85,NORMAL
2025-04-20 06:00:00,MOTOR_02,381.44,18.93,10.88,57.14,2.88,0.87,NORMAL
2025-04-20 07:00:00,MOTOR_02,380.85,18.37,10.78,60.13,2.74,0.889,NORMAL
2025-04-20 08:00:00,MOTOR_02,378.67,17.58,10.0,58.37,2.63,0.867,NORMAL
2025-04-20 09:00:00,MOTOR_02,378.17,16.28,9.02,57.69,2.64,0.846,NORMAL
2025-04-20 10:00:00,MOTOR_02,382.12,16.31,9.53,56.62,2.69,0.883,NORMAL
2025-04-20 11:00:00,MOTOR_02,374.65,15.74,9.08,59.99,2.46,0.889,NORMAL
2025-04-20 12:00:00,MOTOR_02,378.66,14.37,8.19,56.6,2.62,0.869,NORMAL
2025-04-20 13:00:00,MOTOR_02,377.21,13.64,7.84,56.13,2.51,0.879,NORMAL
2025-04-20 14:00:00,MOTOR_02,382.12,15.07,8.02,60.15,2.55,0.804,NORMAL
2025-04-20 15:00:00,MOTOR_02,382.73,11.38,6.81,52.71,2.31,0.902,NORMAL
2025-04-20 16:00:00,MOTOR_02,378.55,13.59,7.92,56.08,2.51,0.889,NORMAL
2025-04-20 17:00:00,MOTOR_02,385.53,10.16,6.26,52.11,2.24,0.922,NORMAL
2025-04-20 18:00:00,MOTOR_02,382.75,13.93,8.07,55.05,2.34,0.874,NORMAL
2025-04-20 19:00:00,MOTOR_02,380.39,9.23,5.49,52.85,2.2,0.902,NORMAL
2025-04-20 20:00:00,MOTOR_02,383.0,12.96,7.87,54.95,2.43,0.915,NORMAL
2025-04-20 21:00:00,MOTOR_02,378.72,12.09,6.98,57.64,2.45,0.881,NORMAL
2025-04-20 22:00:00,MOTOR_02,379.45,13.3,7.78,58.31,2.45,0.89,NORMAL
2025-04-20 23:00:00,MOTOR_02,380.93,14.06,8.2,56.01,2.41,0.884,NORMAL
2025-04-21 00:00:00,MOTOR_02,378.62,15.73,8.58,55.27,2.53,0.832,NORMAL
2025-04-21 01:00:00,MOTOR_02,377.43,13.42,7.82,55.3,2.47,0.892,NORMAL
2025-04-21 02:00:00,MOTOR_02,378.12,16.46,9.18,59.74,2.67,0.852,NORMAL
2025-04-21 03:00:00,MOTOR_02,379.61,17.34,9.74,57.55,2.73,0.854,NORMAL
2025-04-21 04:00:00,MOTOR_02,380.94,16.8,9.93,60.85,2.53,0.896,NORMAL
2025-04-21 05:00:00,MOTOR_02,379.32,17.76,10.72,60.08,2.69,0.919,NORMAL
2025-04-21 06:00:00,MOTOR_02,376.72,17.2,10.14,57.01,2.72,0.903,NORMAL
2025-04-21 07:00:00,MOTOR_02,380.94,18.56,10.99,58.86,2.66,0.897,NORMAL
2025-04-21 08:00:00,MOTOR_02,382.55,18.03,10.64,58.65,2.85,0.89,NORMAL
2025-04-21 09:00:00,MOTOR_02,378.68,17.38,10.33,57.7,2.63,0.906,NORMAL
2025-04-21 10:00:00,MOTOR_02,383.33,17.29,10.68,57.12,2.75,0.931,NORMAL
2025-04-21 11:00:00,MOTOR_02,381.74,17.27,9.85,57.96,2.72,0.863,NORMAL
2025-04-21 12:00:00,MOTOR_02,377.89,13.81,7.81,55.48,2.44,0.864,NORMAL
2025-04-21 13:00:00,MOTOR_02,378.7,16.89,9.99,60.46,2.65,0.902,NORMAL
2025-04-21 14:00:00,MOTOR_02,379.37,13.97,7.61,56.84,2.61,0.829,NORMAL
2025-04-21 15:00:00,MOTOR_02,379.63,12.28,7.08,55.57,2.37,0.877,NORMAL
2025-04-21 16:00:00,MOTOR_02,375.12,15.16,8.75,57.65,2.57,0.888,NORMAL
2025-04-21 17:00:00,MOTOR_02,378.49,11.6,6.57,53.09,2.26,0.864,NORMAL
2025-04-21 18:00:00,MOTOR_02,378.89,10.55,5.69,55.16,2.36,0.822,NORMAL
2025-04-21 19:00:00,MOTOR_02,383.78,11.49,7.04,53.54,2.34,0.922,NORMAL
2025-04-21 20:00:00,MOTOR_02,380.45,11.73,6.66,53.88,2.43,0.862,NORMAL
2025-04-21 21:00:00,MOTOR_02,378.4,14.18,8.02,56.91,2.44,0.863,NORMAL
2025-04-21 22:00:00,MOTOR_02,379.12,13.36,8.07,59.44,2.49,0.92,NORMAL
2025-04-21 23:00:00,MOTOR_02,380.85,14.34,7.49,55.63,2.49,0.791,NORMAL
2025-04-22 00:00:00,MOTOR_02,379.24,15.08,9.16,54.62,2.34,0.925,NORMAL
2025-04-22 01:00:00,MOTOR_02,378.83,17.18,10.67,59.17,2.67,0.947,NORMAL
2025-04-22 02:00:00,MOTOR_02,378.89,16.11,9.02,58.92,2.71,0.853,NORMAL
2025-04-22 03:00:00,MOTOR_02,380.96,16.88,9.64,57.85,2.56,0.865,NORMAL
2025-04-22 04:00:00,MOTOR_02,377.24,16.77,9.8,57.53,2.59,0.895,NORMAL
2025-04-22 05:00:00,MOTOR_02,377.83,17.39,10.1,57.01,2.78,0.888,NORMAL
2025-04-22 06:00:00,MOTOR_02,378.14,18.63,11.1,60.41,2.78,0.91,NORMAL
2025-04-22 07:00:00,MOTOR_02,377.79,18.77,10.99,62.93,2.71,0.895,NORMAL
2025-04-22 08:00:00,MOTOR_02,378.35,19.64,11.65,63.28,2.81,0.905,NORMAL
2025-04-22 09:00:00,MOTOR_02,381.79,17.0,11.01,59.05,2.6,0.98,NORMAL
2025-04-22 10:00:00,MOTOR_02,382.07,16.18,8.91,57.32,2.81,0.832,NORMAL
2025-04-22 11:00:00,MOTOR_02,380.54,16.25,9.86,58.58,2.68,0.92,NORMAL
2025-04-22 12:00:00,MOTOR_02,380.43,14.44,8.79,56.06,2.66,0.924,NORMAL
2025-04-22 13:00:00,MOTOR_02,378.66,13.45,7.47,54.8,2.48,0.847,NORMAL
2025-04-22 14:00:00,MOTOR_02,375.84,13.89,7.74,56.35,2.39,0.856,NORMAL
2025-04-22 15:00:00,MOTOR_02,380.29,12.41,7.32,56.84,2.46,0.895,NORMAL
2025-04-22 16:00:00,MOTOR_02,380.6,12.05,6.69,54.36,2.5,0.843,NORMAL
2025-04-22 17:00:00,MOTOR_02,378.65,12.83,7.25,54.96,2.55,0.862,NORMAL
2025-04-22 18:00:00,MOTOR_02,377.85,12.37,7.18,54.5,2.28,0.887,NORMAL
2025-04-22 19:00:00,MOTOR_02,377.45,14.5,8.15,57.79,2.54,0.859,NORMAL
2025-04-22 20:00:00,MOTOR_02,380.34,13.51,7.77,57.08,2.35,0.873,NORMAL
2025-04-22 21:00:00,MOTOR_02,380.16,11.96,6.72,52.95,2.35,0.854,NORMAL
2025-04-22 22:00:00,MOTOR_02,382.39,13.02,7.34,55.15,2.5,0.852,NORMAL
2025-04-22 23:00:00,MOTOR_02,378.39,12.58,7.37,56.72,2.54,0.894,NORMAL
2025-04-23 00:00:00,MOTOR_02,379.42,13.83,7.97,55.56,2.51,0.877,NORMAL
2025-04-23 01:00:00,MOTOR_02,380.03,17.29,10.06,60.92,2.57,0.884,NORMAL
2025-04-23 02:00:00,MOTOR_02,378.9,16.17,9.56,58.96,2.66,0.901,NORMAL
2025-04-23 03:00:00,MOTOR_02,381.68,15.46,9.05,60.0,2.5,0.886,NORMAL
2025-04-23 04:00:00,MOTOR_02,382.48,15.26,8.8,56.74,2.54,0.87,NORMAL
2025-04-23 05:00:00,MOTOR_02,377.79,16.13,9.01,58.96,2.61,0.854,NORMAL
2025-04-23 06:00:00,MOTOR_02,379.08,17.04,9.99,59.73,2.6,0.893,NORMAL
2025-04-23 07:00:00,MOTOR_02,382.65,17.9,11.15,60.94,2.75,0.94,NORMAL
2025-04-23 08:00:00,MOTOR_02,380.65,17.12,10.23,59.23,2.72,0.906,NORMAL
2025-04-23 09:00:00,MOTOR_02,380.23,17.96,9.87,61.04,2.78,0.835,NORMAL
2025-04-23 10:00:00,MOTOR_02,380.68,15.38,8.31,56.36,2.68,0.819,NORMAL
2025-04-23 11:00:00,MOTOR_02,381.31,17.25,9.77,58.71,2.65,0.858,NORMAL
2025-04-23 12:00:00,MOTOR_02,380.78,14.84,8.16,54.64,2.44,0.834,NORMAL
2025-04-23 13:00:00,MOTOR_02,380.43,14.77,8.19,56.41,2.45,0.841,NORMAL
2025-04-23 14:00:00,MOTOR_02,380.02,12.88,6.85,54.02,2.58,0.809,NORMAL
2025-04-23 15:00:00,MOTOR_02,382.7,14.1,8.29,56.78,2.63,0.887,NORMAL
2025-04-23 16:00:00,MOTOR_02,379.47,10.81,6.01,55.13,2.45,0.845,NORMAL
2025-04-23 17:00:00,MOTOR_02,380.0,10.62,5.91,54.34,2.28,0.845,NORMAL
2025-04-23 18:00:00,MOTOR_02,383.1,10.84,6.18,54.84,2.48,0.86,NORMAL
2025-04-23 19:00:00,MOTOR_02,380.65,13.51,7.67,55.95,2.46,0.861,NORMAL
2025-04-23 20:00:00,MOTOR_02,379.87,12.12,6.95,54.48,2.43,0.872,NORMAL
2025-04-23 21:00:00,MOTOR_02,381.26,11.74,6.5,52.63,2.45,0.838,NORMAL
2025-04-23 22:00:00,MOTOR_02,380.45,13.26,7.95,52.72,2.56,0.91,NORMAL
2025-04-23 23:00:00,MOTOR_02,378.52,14.43,8.4,54.28,2.56,0.888,NORMAL
2025-04-24 00:00:00,MOTOR_02,380.49,13.71,8.06,54.97,2.6,0.892,NORMAL
2025-04-24 01:00:00,MOTOR_02,378.38,15.97,9.07,59.14,2.6,0.867,NORMAL
2025-04-24 02:00:00,MOTOR_02,383.65,16.34,9.9,56.23,2.6,0.912,NORMAL
2025-04-24 03:00:00,MOTOR_02,380.48,16.51,9.74,56.98,2.6,0.895,NORMAL
2025-04-24 04:00:00,MOTOR_02,378.12,16.08,9.33,57.16,2.51,0.886,NORMAL
2025-04-24 05:00:00,MOTOR_02,379.21,18.96,11.33,62.1,2.52,0.91,NORMAL
2025-04-24 06:00:00,MOTOR_02,381.52,17.44,9.56,58.89,2.76,0.83,NORMAL
2025-04-24 07:00:00,MOTOR_02,377.82,14.38,8.33,56.7,2.5,0.886,NORMAL
2025-04-24 08:00:00,MOTOR_02,385.44,18.03,10.35,60.04,2.76,0.86,NORMAL
2025-04-24 09:00:00,MOTOR_02,377.09,17.58,9.85,61.16,2.73,0.858,NORMAL
2025-04-24 10:00:00,MOTOR_02,381.85,17.62,10.53,59.22,2.69,0.904,NORMAL
2025-04-24 11:00:00,MOTOR_02,379.03,16.27,9.84,55.37,2.69,0.921,NORMAL
2025-04-24 12:00:00,MOTOR_02,378.38,15.17,9.13,57.32,2.64,0.918,NORMAL
2025-04-24 13:00:00,MOTOR_02,381.08,13.64,7.92,58.07,2.41,0.88,NORMAL
2025-04-24 14:00:00,MOTOR_02,379.09,12.92,7.38,56.3,2.57,0.87,NORMAL
2025-04-24 15:00:00,MOTOR_02,383.18,13.69,8.33,56.27,2.55,0.917,NORMAL
2025-04-24 16:00:00,MOTOR_02,377.2,12.21,6.79,55.3,2.34,0.851,NORMAL
2025-04-24 17:00:00,MOTOR_02,381.12,10.38,6.38,50.55,2.27,0.931,NORMAL
2025-04-24 18:00:00,MOTOR_02,379.45,11.59,6.61,51.3,2.28,0.868,NORMAL
2025-04-24 19:00:00,MOTOR_02,380.59,12.04,6.97,55.97,2.45,0.879,NORMAL
2025-04-24 20:00:00,MOTOR_02,381.03,10.01,5.71,54.94,2.29,0.864,NORMAL
2025-04-24 21:00:00,MOTOR_02,376.54,13.77,7.92,55.08,2.29,0.881,NORMAL
2025-04-24 22:00:00,MOTOR_02,380.47,13.5,7.59,56.09,2.43,0.853,NORMAL
2025-04-24 23:00:00,MOTOR_02,382.18,12.59,7.24,56.0,2.4,0.869,NORMAL
2025-04-25 00:00:00,MOTOR_02,380.93,14.64,8.55,59.2,2.54,0.885,NORMAL
2025-04-25 01:00:00,MOTOR_02,379.26,15.65,9.02,57.4,2.46,0.877,NORMAL
2025-04-25 02:00:00,MOTOR_02,377.17,17.64,9.28,60.21,2.69,0.805,NORMAL
2025-04-25 03:00:00,MOTOR_02,381.02,18.22,11.47,62.57,2.83,0.954,NORMAL
2025-04-25 04:00:00,MOTOR_02,383.75,18.89,11.65,59.69,2.76,0.927,NORMAL
2025-04-25 05:00:00,MOTOR_02,381.32,18.35,10.24,59.78,2.76,0.845,NORMAL
2025-04-25 06:00:00,MOTOR_02,382.32,17.22,9.82,57.11,2.79,0.861,NORMAL
2025-04-25 07:00:00,MOTOR_02,381.87,16.81,9.73,56.86,2.63,0.875,NORMAL
2025-04-25 08:00:00,MOTOR_02,379.21,16.76,9.91,59.72,2.63,0.9,NORMAL
2025-04-25 09:00:00,MOTOR_02,380.18,17.04,10.03,60.42,2.68,0.894,NORMAL
2025-04-25 10:00:00,MOTOR_02,381.74,16.47,9.22,59.92,2.55,0.847,NORMAL
2025-04-25 11:00:00,MOTOR_02,376.84,17.01,10.55,57.06,2.59,0.95,NORMAL
2025-04-25 12:00:00,MOTOR_02,381.3,14.69,8.42,56.45,2.37,0.868,NORMAL
2025-04-25 13:00:00,MOTOR_02,382.52,11.8,7.3,55.15,2.57,0.934,NORMAL
2025-04-25 14:00:00,MOTOR_02,379.9,12.07,6.84,51.24,2.47,0.862,NORMAL
2025-04-25 15:00:00,MOTOR_02,381.63,11.71,7.06,55.05,2.31,0.912,NORMAL
2025-04-25 16:00:00,MOTOR_02,378.89,11.23,6.57,56.8,2.44,0.891,NORMAL
2025-04-25 17:00:00,MOTOR_02,380.08,8.74,4.91,53.69,2.17,0.854,NORMAL
2025-04-25 18:00:00,MOTOR_02,379.45,13.88,8.19,52.49,2.5,0.898,NORMAL
2025-04-25 19:00:00,MOTOR_02,380.92,9.48,5.54,53.18,2.28,0.885,NORMAL
2025-04-25 20:00:00,MOTOR_02,379.79,11.71,6.99,54.69,2.35,0.908,NORMAL
2025-04-25 21:00:00,MOTOR_02,376.65,13.67,7.64,56.34,2.42,0.857,NORMAL
2025-04-25 22:00:00,MOTOR_02,378.56,14.21,8.17,56.53,2.61,0.877,NORMAL
2025-04-25 23:00:00,MOTOR_02,383.89,12.46,7.49,54.48,2.43,0.904,NORMAL
2025-04-26 00:00:00,MOTOR_02,381.14,16.45,8.96,54.67,2.76,0.825,NORMAL
2025-04-26 01:00:00,MOTOR_02,375.8,17.05,9.38,59.11,2.57,0.845,NORMAL
2025-04-26 02:00:00,MOTOR_02,382.42,16.28,9.5,58.97,2.58,0.881,NORMAL
2025-04-26 03:00:00,MOTOR_02,377.69,17.15,9.94,57.89,2.65,0.885,NORMAL
2025-04-26 04:00:00,MOTOR_02,381.79,16.5,9.57,60.09,2.71,0.877,NORMAL
2025-04-26 05:00:00,MOTOR_02,382.58,18.2,10.9,57.1,2.65,0.904,NORMAL
2025-04-26 06:00:00,MOTOR_02,380.2,18.27,10.55,57.03,2.76,0.877,NORMAL
2025-04-26 07:00:00,MOTOR_02,378.01,17.31,10.32,58.98,2.69,0.911,NORMAL
2025-04-26 08:00:00,MOTOR_02,378.57,18.37,10.72,58.68,2.83,0.89,NORMAL
2025-04-26 09:00:00,MOTOR_02,381.26,17.52,9.79,60.47,2.72,0.846,NORMAL
2025-04-26 10:00:00,MOTOR_02,377.73,20.36,11.78,60.64,2.67,0.885,NORMAL
2025-04-26 11:00:00,MOTOR_02,378.84,14.69,8.46,58.79,2.45,0.878,NORMAL
2025-04-26 12:00:00,MOTOR_02,381.03,16.6,9.42,57.2,2.55,0.86,NORMAL
2025-04-26 13:00:00,MOTOR_02,378.7,13.2,7.23,55.78,2.42,0.834,NORMAL
2025-04-26 14:00:00,MOTOR_02,382.84,14.13,7.92,53.33,2.61,0.845,NORMAL
2025-04-26 15:00:00,MOTOR_02,377.92,9.76,5.46,52.73,2.27,0.855,NORMAL
2025-04-26 16:00:00,MOTOR_02,373.42,11.79,6.95,54.54,2.39,0.912,NORMAL
2025-04-26 17:00:00,MOTOR_02,378.44,12.67,7.23,56.95,2.42,0.87,NORMAL
2025-04-26 18:00:00,MOTOR_02,380.62,12.29,7.43,52.56,2.46,0.917,NORMAL
2025-04-26 19:00:00,MOTOR_02,381.73,9.7,5.44,52.33,2.23,0.849,NORMAL
2025-04-26 20:00:00,MOTOR_02,379.18,11.91,6.72,56.71,2.38,0.859,NORMAL
2025-04-26 21:00:00,MOTOR_02,379.45,14.65,8.31,59.1,2.52,0.863,NORMAL
2025-04-26 22:00:00,MOTOR_02,379.94,14.73,8.45,55.54,2.53,0.871,NORMAL
2025-04-26 23:00:00,MOTOR_02,383.48,15.38,9.06,56.27,2.52,0.887,NORMAL
2025-04-27 00:00:00,MOTOR_02,380.76,17.82,10.56,56.71,2.58,0.899,NORMAL
2025-04-27 01:00:00,MOTOR_02,379.01,13.68,8.24,52.76,2.56,0.918,NORMAL
2025-04-27 02:00:00,MOTOR_02,384.1,16.03,8.68,57.24,2.59,0.814,NORMAL
2025-04-27 03:00:00,MOTOR_02,380.02,17.16,10.62,57.76,2.75,0.941,NORMAL
2025-04-27 04:00:00,MOTOR_02,375.85,16.72,9.23,61.47,2.67,0.848,NORMAL
2025-04-27 05:00:00,MOTOR_02,377.23,18.05,10.41,59.96,2.74,0.883,NORMAL
2025-04-27 06:00:00,MOTOR_02,381.12,19.56,11.74,60.34,2.87,0.909,NORMAL
2025-04-27 07:00:00,MOTOR_02,376.45,18.03,10.57,60.41,2.91,0.899,NORMAL
2025-04-27 08:00:00,MOTOR_02,381.0,14.95,9.02,58.51,2.65,0.914,NORMAL
2025-04-27 09:00:00,MOTOR_02,378.44,17.93,10.7,61.17,2.77,0.911,NORMAL
2025-04-27 10:00:00,MOTOR_02,382.36,16.48,9.74,58.57,2.65,0.893,NORMAL
2025-04-27 11:00:00,MOTOR_02,380.34,13.16,7.82,55.49,2.56,0.903,NORMAL
2025-04-27 12:00:00,MOTOR_02,376.73,14.26,7.84,56.65,2.45,0.843,NORMAL
2025-04-27 13:00:00,MOTOR_02,381.83,12.14,6.89,54.62,2.45,0.859,NORMAL
2025-04-27 14:00:00,MOTOR_02,382.73,13.15,7.42,54.73,2.56,0.851,NORMAL
2025-04-27 15:00:00,MOTOR_02,377.45,12.27,6.49,56.38,2.49,0.809,NORMAL
2025-04-27 16:00:00,MOTOR_02,378.39,10.57,5.9,53.17,2.32,0.852,NORMAL
2025-04-27 17:00:00,MOTOR_02,381.0,12.4,6.95,53.4,2.46,0.849,NORMAL
2025-04-27 18:00:00,MOTOR_02,381.36,10.7,6.02,53.59,2.31,0.852,NORMAL
2025-04-27 19:00:00,MOTOR_02,384.71,13.69,8.21,57.03,2.42,0.9,NORMAL
2025-04-27 20:00:00,MOTOR_02,381.78,12.6,7.14,52.9,2.55,0.857,NORMAL
2025-04-27 21:00:00,MOTOR_02,384.8,12.57,7.58,54.65,2.39,0.905,NORMAL
2025-04-27 22:00:00,MOTOR_02,380.04,15.0,8.23,55.8,2.51,0.833,NORMAL
2025-04-27 23:00:00,MOTOR_02,380.77,14.54,8.25,59.9,2.49,0.86,NORMAL
2025-04-28 00:00:00,MOTOR_02,378.86,15.42,8.78,57.47,2.52,0.868,NORMAL
2025-04-28 01:00:00,MOTOR_02,378.95,15.7,9.43,59.89,2.53,0.916,NORMAL
2025-04-28 02:00:00,MOTOR_02,380.29,16.12,9.37,58.27,2.47,0.882,NORMAL
2025-04-28 03:00:00,MOTOR_02,378.83,17.61,10.27,59.59,2.56,0.889,NORMAL
2025-04-28 04:00:00,MOTOR_02,374.87,19.43,10.68,60.45,2.76,0.847,NORMAL
2025-04-28 05:00:00,MOTOR_02,378.67,13.79,8.19,55.7,2.53,0.906,NORMAL
2025-04-28 06:00:00,MOTOR_02,382.15,20.24,11.77,61.08,2.68,0.878,NORMAL
2025-04-28 07:00:00,MOTOR_02,380.15,16.69,9.09,57.36,2.65,0.827,NORMAL
2025-04-28 08:00:00,MOTOR_02,380.16,17.83,10.58,59.25,2.79,0.901,NORMAL
2025-04-28 09:00:00,MOTOR_02,378.47,15.06,8.77,54.61,2.52,0.889,NORMAL
2025-04-28 10:00:00,MOTOR_02,380.67,18.29,10.49,59.89,2.64,0.87,NORMAL
2025-04-28 11:00:00,MOTOR_02,383.32,14.12,8.15,54.49,2.5,0.87,NORMAL
2025-04-28 12:00:00,MOTOR_02,382.8,16.35,9.19,58.22,2.66,0.848,NORMAL
2025-04-28 13:00:00,MOTOR_02,380.73,13.93,8.41,56.63,2.45,0.915,NORMAL
2025-04-28 14:00:00,MOTOR_02,378.29,13.3,7.86,57.77,2.54,0.902,NORMAL
2025-04-28 15:00:00,MOTOR_02,383.53,11.37,6.41,54.57,2.41,0.848,NORMAL
2025-04-28 16:00:00,MOTOR_02,382.12,13.86,8.09,55.69,2.63,0.882,NORMAL
2025-04-28 17:00:00,MOTOR_02,377.04,11.93,6.69,53.6,2.26,0.859,NORMAL
2025-04-28 18:00:00,MOTOR_02,376.49,12.86,7.06,56.36,2.33,0.842,NORMAL
2025-04-28 19:00:00,MOTOR_02,377.15,9.62,5.82,52.55,2.25,0.927,NORMAL
